"Study","Year","Date","Site","Treatment","Cage","Tag","Fullness","Digestion","Total Contents Weight","Taxon","Count","Taxa Weight","Comments"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"F","RN93",5,5,0.0052,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"F","RN93",5,5,0.0052,"Chydoridae",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Chydorus",19,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Diacyclops thomasi",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Chydoridae",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Eucyclops",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Ceriodaphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Chydorus",20,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Diacyclops thomasi",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Scapholeberis",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RB43",4,4,0.0033,"Bosmina",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RB43",4,4,0.0033,"Chydorus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RB43",4,4,0.0033,"Diacyclops thomasi",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Bosmina",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Chydorus",16,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Diacyclops thomasi",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Bosmina",25,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Chydorus",14,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Diacyclops thomasi",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Chydoridae",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Chydorus",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF92",3,5,0.002,"Daphnia",11,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF92",3,5,0.002,"Ceriodaphnia",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF92",3,5,0.002,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","OO27",3,5,0.003,"Daphnia",8,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","OO27",3,5,0.003,"Ceriodaphnia",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","OO27",3,5,0.003,"Eucyclops",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RK47",3,5,0.0019,"Daphnia",5,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RK47",3,5,0.0019,"Ceriodaphnia",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RK47",3,5,0.0019,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RC39",4,4,0.0049,"Daphnia",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RC39",4,4,0.0049,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RC39",4,4,0.0049,"Simocephalus",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RC39",4,4,0.0049,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Bosmina",4,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Chydorus",11,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Daphnia",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Scapholeberis",1,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Simocephalus",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Eucyclops",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Bosmina",14,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Chydorus",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Daphnia",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Diacyclops thomasi",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Bosmina",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Simocephalus",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Chydorus",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Bosmina",20,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Chydorus",29,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Diacyclops thomasi",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO49",3,5,0.0029,"Bosmina",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO49",3,5,0.0029,"Chydorus",20,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO49",3,5,0.0029,"Eucyclops",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO49",3,5,0.0029,"Ceriodaphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Bosmina",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Chydorus",34,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Scapholeberis",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Chydorus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Daphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Diacyclops thomasi",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Chydorus",16,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Bosmina",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Simocephalus",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Diacyclops thomasi",11,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG08",3,5,0.0013,"Bosmina",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG08",3,5,0.0013,"Chydorus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG08",3,5,0.0013,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Bosmina",9,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Chydorus",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Diacyclops thomasi",10,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Eurycercus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","OO04",2,5,0.0011,"Daphnia",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","OO04",2,5,0.0011,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Chydorus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Daphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Diacyclops thomasi",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Chydorus",16,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Bosmina",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Simocephalus",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Diacyclops thomasi",11,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC11",3,5,7e-04,"Bosmina",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC11",3,5,7e-04,"Chydorus",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Ceriodaphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Daphnia",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Eucyclops",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Diacyclops thomasi",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Bosmina",15,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Chydorus",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Bosmina",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Chydorus",13,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Leydigia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Diacyclops thomasi",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Eucyclops",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Chydorus",20,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Bosmina",16,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Simocephalus",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Diacyclops thomasi",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Diacyclops thomasi",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Daphnia",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Bosmina",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Chydorus",13,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Halicyclops",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Daphnia",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Diacyclops thomasi",14,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Halicyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Bosmina",22,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Chydorus",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Scapholeberis",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Eucyclops",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Bosmina",15,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Chydorus",19,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Diacyclops thomasi",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA21",3,5,0.0012,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA21",3,5,0.0012,"Hyalella azteca",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA21",3,5,0.0012,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA21",3,5,0.0012,"Diacyclops thomasi",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Scapholeberis",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Bosmina",15,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Chydorus",27,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Diacyclops thomasi",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Bosmina",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Chydorus",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Diacyclops thomasi",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Ceriodaphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Bosmina",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Chydorus",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Diacyclops thomasi",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Bosmina",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Chydorus",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Daphnia",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Diacyclops thomasi",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Ostracoda",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Hemiptera",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Bosmina",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Chydorus",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Diacyclops thomasi",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Simocephalus",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Chydorus",18,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Diacyclops thomasi",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Bosmina",11,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Chydorus",31,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Diacyclops thomasi",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Chydorus",13,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Diacyclops thomasi",9,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Acari",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Bosmina",24,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Chydorus",34,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Diacyclops thomasi",9,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Ceriodaphnia",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Chydorus",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Daphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Diacyclops thomasi",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Halicyclops",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Scapholeberis",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Bosmina",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Chydorus",19,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Daphnia",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Bosmina",41,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Chydorus",15,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Daphnia",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Diacyclops thomasi",7,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RG33",3,5,0.0017,"Corixidae",1,NA,"dominant prey item"
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RG33",3,5,0.0017,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RG33",3,5,0.0017,"Bosmina",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Simocephalus",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Ceriodaphnia",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Chydorus",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Chydoridae",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Ostracoda",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH57",5,3,0.0125,"Daphnia",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH57",5,3,0.0125,"Simocephalus",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH57",5,3,0.0125,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RJ61",3,5,0.0022,"Daphnia",5,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RJ61",3,5,0.0022,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","OO99",3,5,0.0015,"Daphnia",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","OO99",3,5,0.0015,"Ceriodaphnia",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","OO99",3,5,0.0015,"Eucyclops",1,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RC02",3,4,0.0015,"Ceriodaphnia",1,NA,NA
