"Study","Site","Year","Month","Date","Enclosure","Treatment","FishID","Tag","Error","Empty","Fullness","Digestion","FullStomachWeight","EmptyStomachWeight","StomachWeightDifference","TotalContentsWeight","Taxon","Count","TaxaWeight","Comments"
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Diacyclops thomasi",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Diaptomidae copepodid",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Eurytemora carolleeae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Eurytemora carolleeae nauplii",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Simocephalus",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Sinocalanus doerrii adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RK94","RK94","FALSE","N",3,5,NA,NA,NA,0.0016,"Sinocalanus doerrii copepodid",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Acanthocyclops adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Acanthocyclops copepodid",23,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Bosmina",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Calanoida copepodid",11,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Chydorus",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Cyclopoida copepodid",8,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Daphnia",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Diacyclops thomasi",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Sinocalanus doerrii adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RL24","RL24","FALSE","N",3,5,NA,NA,NA,9e-04,"Sinocalanus doerrii copepodid",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Acanthocyclops adult",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Acanthocyclops copepodid",54,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Bosmina",15,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Calanoida copepodid",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Chydorus",19,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Cyclopoida copepodid",13,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Daphnia",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Diacyclops thomasi",8,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Eucyclops",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Eurytemora carolleeae adult",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Eurytemora carolleeae copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Harpacticoida adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Hemiptera nymph",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Ostracoda",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Pseudodiaptomus forbesi adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Scapholeberis",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Sinocalanus doerrii adult",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"B","Large","2019_ENPSDWSC_RN05","RN05","FALSE","N",3,5,NA,NA,NA,0.0024,"Sinocalanus doerrii copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Acanthocyclops adult",12,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Acanthocyclops copepodid",52,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Bosmina",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Calanoida copepodid",11,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Ceriodaphnia",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Chydorus",13,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Cyclopoida copepodid",15,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Daphnia",5,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Diacyclops thomasi",12,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Eurytemora carolleeae adult",5,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Eurytemora carolleeae copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Halicyclops",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO25","OO25","FALSE","N",3,5,NA,NA,NA,0.0022,"Sinocalanus doerrii copepodid",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Acanthocyclops adult",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Acanthocyclops copepodid",49,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Bosmina",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Calanoida copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Ceriodaphnia",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Chydorus",20,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Cyclopoida copepodid",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO49","OO49","FALSE","N",3,5,NA,NA,NA,0.0029,"Eucyclops",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Acanthocyclops adult",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Acanthocyclops copepodid",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Bosmina",25,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Calanoida copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Ceriodaphnia",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Chydoridae",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Chydorus",14,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Cyclopoida copepodid",11,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Diacyclops thomasi",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Eurytemora carolleeae adult",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_OO67","OO67","FALSE","N",4,4,NA,NA,NA,0.003,"Eurytemora carolleeae copepodid",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Acanthocyclops adult",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Acanthocyclops copepodid",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Bivalvia juvenile",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Bosmina",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Calanoida copepodid",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Chydorus",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Cyclopoida copepodid",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Diaptomidae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC11","RC11","FALSE","N",3,5,NA,NA,NA,7e-04,"Eurytemora carolleeae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Acanthocyclops adult",9,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Acanthocyclops copepodid",56,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Bosmina",15,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Chironomidae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Chydorus",27,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Cyclopoida copepodid",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Daphnia",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Diacyclops thomasi",5,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Diaptomidae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Eurytemora carolleeae adult",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Eurytemora carolleeae copepodid",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Scapholeberis",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Simocephalus",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Sinocalanus doerrii adult",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RC75","RC75","FALSE","N",5,5,NA,NA,NA,0.0032,"Sinocalanus doerrii copepodid",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Acanthocyclops adult",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Acanthocyclops copepodid",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Bosmina",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Daphnia",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Diacyclops thomasi",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Eurytemora carolleeae adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RG30","RG30","FALSE","N",3,6,NA,NA,NA,6e-04,"Simocephalus",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Acanthocyclops adult",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Acanthocyclops copepodid",78,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Bosmina",15,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Calanoida copepodid",9,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Ceriodaphnia",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Chydorus",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Cyclopoida copepodid",10,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Daphnia",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Diacyclops thomasi",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Eucyclops",2,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Eurytemora carolleeae adult",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Eurytemora carolleeae copepodid",5,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RJ54","RJ54","FALSE","N",5,5,NA,NA,NA,0.0032,"Sinocalanus doerrii adult",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Acanthocyclops adult",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Acanthocyclops copepodid",77,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Bosmina",22,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Calanoida copepodid",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Chydorus",17,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Cyclopoida copepodid",9,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Daphnia",8,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Diacyclops thomasi",14,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Eurytemora carolleeae adult",12,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Eurytemora carolleeae copepodid",13,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Halicyclops",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Simocephalus",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Sinocalanus doerrii adult",3,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RK31","RK31","FALSE","N",5,5,NA,NA,NA,0.0035,"Sinocalanus doerrii copepodid",4,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Acanthocyclops adult",7,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Acanthocyclops copepodid",50,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Bosmina",11,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Calanoida copepodid",6,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Ceriodaphnia",1,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Chydorus",31,NA,NA
"Enclosure Prototype SDWSC","SDWSC","2019","3",2019-03-27,"C","Small","2019_ENPSDWSC_RL55","RL55","FALSE","N",5,5,NA,NA,NA,0.0019,"Cyclopoida copepodid",7,NA,NA
